standard_inchi_key	identifier	label	antimicrobial_class	slug	corpus_commit
OFVLGDICTFRJMM-WESIUVDSSA-N	CHEBI:77932	tetracycline zwitterion	ANTIBACTERIAL	tetracycline-zwitterion	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OGGVRVMISBQNMQ-YPBSLCSMSA-N	CHEBI:52549	sordarin	ANTIFUNGAL	sordarin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OGJPXUAPXNRGGI-UHFFFAOYSA-N	CHEBI:100246	norfloxacin	ANTIBACTERIAL	norfloxacin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OGLDWXZKYODSOB-JTQLQIEISA-N	CHEBI:367	(+)-α-phellandrene	ANTIMICROBIAL_UNSPECIFIED	α-phellandrene-367	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OGLDWXZKYODSOB-SNVBAGLBSA-N	CHEBI:301	(−)-α-phellandrene	ANTIMICROBIAL_UNSPECIFIED	α-phellandrene	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OGLDWXZKYODSOB-UHFFFAOYSA-N	CHEBI:50035	α-phellandrene	ANTIMICROBIAL_UNSPECIFIED	α-phellandrene-50035	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OGUJBRYAAJYXQP-LLXMLGLCSA-N	CHEBI:59900	caspofungin acetate	ANTIFUNGAL	caspofungin-acetate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OGXIDVVYYFRBGF-UHFFFAOYSA-N	CHEBI:85178	dasabuvir sodium hydrate	ANTIVIRAL	dasabuvir-sodium-hydrate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OGYFATSSENRIKG-UHFFFAOYSA-N	CHEBI:7957	pencycuron	ANTIFUNGAL	pencycuron	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OGYMUMAKGYYNHV-IJMHZYIBSA-N	CHEBI:66389	migrastatin	ANTIMICROBIAL_UNSPECIFIED	migrastatin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OHCQJHSOBUTRHG-KGGHGJDLSA-N	CHEBI:42471	forskolin	ANTIVIRAL	forskolin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OHDYRIXQCGVPSA-HTNAZZBXSA-N	CHEBI:82622	leucascandrolide A congener	ANTIFUNGAL	leucascandrolide-a-congener	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OHHXJWHRQGZQJM-ACMZUNAXSA-N	CHEBI:66749	phomoxanthone A	ANTIMYCOBACTERIAL	phomoxanthone-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OHKOGUYZJXTSFX-KZFFXBSXSA-N	CHEBI:9587	ticarcillin	ANTIBACTERIAL	ticarcillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OHNBRQGGOHMIAP-NOAMYHISSA-N	CHEBI:72797	kanamycin X	ANTIMICROBIAL_UNSPECIFIED	kanamycin-x	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OHPVYKXTRACOSQ-ZJUUUORDSA-N	CHEBI:135467	sulbactam pivoxil	ANTIMICROBIAL_UNSPECIFIED	sulbactam-pivoxil	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OHRURASPPZQGQM-GCCNXGTGSA-N	CHEBI:61080	romidepsin	ANTIMICROBIAL_UNSPECIFIED	romidepsin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OHVCWYKNFLTBKL-KEHXOTTASA-N	CHEBI:52551	stichloroside C1	ANTIFUNGAL	stichloroside-c1	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OHYKIDCHGZQVCM-ZMXWBCPCSA-N	antibioticmech:aro-a1f2f7e07d	tartrolon D	ANTIBACTERIAL	tartrolon-d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OIQJEQLSYJSNDS-UHFFFAOYSA-N	CHEBI:59009	piroctone	ANTIFUNGAL	piroctone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OIRDTQYFTABQOQ-UHTZMRCNSA-N	CHEBI:45327	adenine arabinoside	ANTIMICROBIAL_UNSPECIFIED	adenine-arabinoside	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OIWTWACQMDFHJG-BJEBZIPWSA-N	CHEBI:138179	aspirin-triggered resolvin D1	ANTIVIRAL	aspirin-triggered-resolvin-d1	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OJAGQZQYWOJBHT-PKJHRQCFSA-N	CHEBI:66496	YM-47522	ANTIFUNGAL	ym-47522	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OJCKRNPLOZHAOU-JTHVHBRGSA-N	CHEBI:78661	borrelidin	ANTIFUNGAL	borrelidin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OJISWRZIEWCUBN-QIRCYJPOSA-N	CHEBI:46762	(E,E,E)-geranylgeraniol	ANTIPROTOZOAL	e-e-e-geranylgeraniol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OJISWRZIEWCUBN-UHFFFAOYSA-N	CHEBI:24229	geranylgeraniol	ANTIPROTOZOAL	geranylgeraniol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OJISWRZIEWCUBN-XBQSVVNOSA-N	CHEBI:18822	(Z,Z,Z)-geranylgeraniol	ANTIPROTOZOAL	z-z-z-geranylgeraniol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OJMMVQQUTAEWLP-KIDUDLJLSA-N	CHEBI:6472	lincomycin	ANTIBACTERIAL	lincomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OJMNTWPPFNMOCJ-CFOLLTDRSA-M	CHEBI:34614	cefamandole sodium	ANTIBACTERIAL	cefamandole-sodium	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OJMSNONHTSXZKM-GPCCPHFNSA-N	CHEBI:66353	venturamide A	ANTIPROTOZOAL	venturamide-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OJNKDUUHVWZPHM-UHFFFAOYSA-N	CHEBI:65492	bidebiline C	ANTIPROTOZOAL	bidebiline-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OJUJNNKCVPCATE-QGOAFFKASA-N	CHEBI:131915	deoxyviolacein	ANTIBACTERIAL	deoxyviolacein	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OKBVVJOGVLARMR-QSWIMTSFSA-N	CHEBI:472657	cefixime	ANTIBACTERIAL	cefixime	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OKIKYYZNNZCZRX-ZPUVFWQWSA-N	CHEBI:66486	simalikalactone D	ANTIPROTOZOAL	simalikalactone-d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OKKDEIYWILRZIA-OSZBKLCCSA-N	CHEBI:31647	gemcitabine hydrochloride	ANTIVIRAL	gemcitabine-hydrochloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OKQSSSVVBOUMNZ-UHFFFAOYSA-N	CHEBI:82615	diminazene diaceturate	ANTIPROTOZOAL	diminazene-diaceturate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OKYWSSBYCHUWKT-ZJOLZETKSA-N	CHEBI:65729	decatromicin B	ANTIBACTERIAL	decatromicin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OLUKILHGKRVDCT-UHFFFAOYSA-N	CHEBI:138488	alsterpaullone	ANTIVIRAL	alsterpaullone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OLVCFLKTBJRLHI-AXAPSJFSSA-N	CHEBI:3480	cefamandole	ANTIBACTERIAL	cefamandole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OMDANBMKOUVKAG-WZNMFJNZSA-N	antibioticmech:aro-e0bba9e7d3	chrysomycin A	ANTIBACTERIAL	chrysomycin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OMGAIUZPUSZZME-WJDWOHSUSA-N	antibioticmech:aro-dfdbce9a83	benzothiostrobin	ANTIFUNGAL	benzothiostrobin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OMHUCGDTACNQEX-OSHKXICASA-N	CHEBI:145030	steviolbioside	ANTIMYCOBACTERIAL	steviolbioside	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OMOOHFQAZTVBPK-UHFFFAOYSA-N	CHEBI:68801	mollicellin B	ANTIPROTOZOAL	mollicellin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ONCZDRURRATYFI-TVJDWZFNSA-N	CHEBI:81833	trifloxystrobin	ANTIFUNGAL	trifloxystrobin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ONGSLGFACDWAIV-OIXFFAKGSA-N	CHEBI:66360	vinylamycin	ANTIBACTERIAL	vinylamycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ONRNCDHSZVITNY-TWWFCBCGSA-N	CHEBI:132345	canophyllal	ANTIBACTERIAL	canophyllal	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ONUFESLQCSAYKA-UHFFFAOYSA-N	CHEBI:28909	iprodione	ANTIFUNGAL	iprodione	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ONUMZHGUFYIKPM-MXNFEBESSA-N	CHEBI:71229	telavancin	ANTIBACTERIAL	telavancin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OOBFYEMEQCZLJL-IIWQOWOFSA-O	CHEBI:77880	boromycin	ANTIBACTERIAL	boromycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OONFNUWBHFSNBT-HXUWFJFHSA-N	CHEBI:40629	AEE788	ANTIPROTOZOAL	aee788	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OORLDLMDGJZAFM-MNNSJKJDSA-N	CHEBI:46238	U100313	ANTIVIRAL	u100313	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OOXFQLGEGVNXBG-KDOFPFPSSA-N	CHEBI:65893	F390B	ANTIMICROBIAL_UNSPECIFIED	f390b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OOYGSFOGFJDDHP-KMCOLRRFSA-N	CHEBI:6109	kanamycin A sulfate	ANTIBACTERIAL	kanamycin-a-sulfate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OPAHEYNNJWPQPX-RCDICMHDSA-N	CHEBI:143825	ravuconazole	ANTIFUNGAL	ravuconazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OPEUDILCTNZYOP-UHFFFAOYSA-N	antibioticmech:aro-6235078efd	pyrrolomycin J	ANTIBACTERIAL	pyrrolomycin-j	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OPGSFDUODIJJGF-JBUZINEHSA-N	CHEBI:3349	candicidin D	ANTIFUNGAL	candicidin-d	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OPQNCARIZFLNLF-JBHFWYGFSA-N	CHEBI:29515	ansamitocin P3	ANTIMICROBIAL_UNSPECIFIED	ansamitocin-p3	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OPXLLQIJSORQAM-UHFFFAOYSA-N	antibioticmech:aro-adaab5b65b	mebendazole	ANTIFUNGAL	mebendazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OPYGFNJSCUDTBT-PMLPCWDUSA-N	CHEBI:51770	sultamicillin	ANTIMICROBIAL_UNSPECIFIED	sultamicillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OPYPWMGWBUCOSQ-RZNLEFLGSA-N	CHEBI:141332	guignardone N	ANTIFUNGAL	guignardone-n	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OQBFQOOZNQRQAW-INFQXDPISA-N	CHEBI:82825	neothyonidioside	ANTIFUNGAL	neothyonidioside	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OQJADHLOEAOIGC-NOHGZBONSA-N	CHEBI:84035	pyridoxatin	ANTIMICROBIAL_UNSPECIFIED	pyridoxatin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OQLKNTOKMBVBKV-UHFFFAOYSA-N	CHEBI:87184	hexamidine	ANTIMICROBIAL_UNSPECIFIED	hexamidine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OQPZXQVAOOHEFP-UHFFFAOYSA-N	CHEBI:65606	celebixanthone	ANTIPROTOZOAL	celebixanthone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OQWZETPYVIVWBB-ZOCYIJKUSA-N	CHEBI:149426	6-de(cyclopropylamino)-6-(2-methylazetidin-1-yl)abacavir	ANTIVIRAL	6-de-cyclopropylamino-6-2-methylazetidin-1-yl-abacavir	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ORDAZKGHSNRHTD-UXHICEINSA-N	CHEBI:4357	deguelin	ANTIVIRAL	deguelin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ORFOPKXBNMVMKC-DWVKKRMSSA-N	CHEBI:3508	ceftazidime	ANTIBACTERIAL	ceftazidime	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ORPUAOXOPLNKNG-GEUQSOIWSA-N	CHEBI:63285	mycinamicin VI	ANTIMICROBIAL_UNSPECIFIED	mycinamicin-vi	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ORXQGKIUCDPEAJ-YRNVUSSQSA-N	CHEBI:66331	xanthohumol	ANTIVIRAL	xanthohumol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
ORYDPOVDJJZGHQ-UHFFFAOYSA-N	CHEBI:78887	tirapazamine	ANTIBACTERIAL	tirapazamine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OSDFYZPKJKRCRR-UHFFFAOYSA-N	CHEBI:4414	deoxylapachol	ANTIFUNGAL	deoxylapachol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OSDLLIBGSJNGJE-UHFFFAOYSA-N	CHEBI:34393	4-chloro-3,5-dimethylphenol	BIOCIDE	4-chloro-3-5-dimethylphenol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OSERMIPXNLXAPD-MJMYBOKFSA-N	CHEBI:77879	elaiophylin	ANTIFUNGAL	elaiophylin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OSFRHUJJEKKRCH-GTMUTZHESA-N	CHEBI:65592	caseargrewiin A	ANTIMYCOBACTERIAL	caseargrewiin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OSJAZSFVURTOLX-LICLKQGHSA-N	CHEBI:66633	NK372135C	ANTIFUNGAL	nk372135c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OSKAZZUZQORABG-UQKUNJBPSA-N	antibioticmech:aro-ca1f16372a	L-681,217	ANTIBACTERIAL	l-681-217	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OTILGUINRVYYKM-BSZZVILASA-N	CHEBI:65823	EI-1511-5	ANTIMICROBIAL_UNSPECIFIED	ei-1511-5	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OTIWAYTTYNFEKL-QFIPXVFZSA-N	CHEBI:167893	SID 26681509	ANTIPROTOZOAL	sid-26681509	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OTKPPUXRIADSGD-PPRNARJGSA-N	antibioticmech:aro-9aee56c696	avoparcin	ANTIBACTERIAL	avoparcin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OTLORQJLOJHVHW-UHFFFAOYSA-N	CHEBI:65597	cassiarin B	ANTIPROTOZOAL	cassiarin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OTUCXMIQUNROBJ-JFNZIVIESA-N	CHEBI:67931	petiolaroside	ANTIPROTOZOAL	petiolaroside	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OTVAEFIXJLOWRX-NXEZZACHSA-N	CHEBI:32215	thiamphenicol	ANTIBACTERIAL	thiamphenicol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OUFRIWNNMFWZTM-UHFFFAOYSA-M	CHEBI:36049	sodium arsanilate	ANTIBACTERIAL	sodium-arsanilate	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OUIGYUDPNSGJSX-UHFFFAOYSA-N	CHEBI:66202	termilignan B	ANTIBACTERIAL	termilignan-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OUKYUETWWIPKQR-UHFFFAOYSA-N	CHEBI:47458	saracatinib	ANTIVIRAL	saracatinib	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OUWDLUAYXCGSSS-KIKDIOEMSA-N	antibioticmech:aro-4e94f7ae64	magainin H	ANTIBACTERIAL	magainin-h	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OVCDSSHSILBFBN-UHFFFAOYSA-N	CHEBI:2674	amodiaquine	ANTIPROTOZOAL	amodiaquine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OVIPDYYHLHEFDF-YIXHJXPBSA-N	CHEBI:32207	tetracenomycin F2	ANTIMICROBIAL_UNSPECIFIED	tetracenomycin-f2	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OVNRKQHNHZRXHF-UHFFFAOYSA-N	CHEBI:65524	5-bromo-8-methoxy-1-methyl-β-carboline	ANTIBACTERIAL	5-bromo-8-methoxy-1-methyl-β-carboline	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OVYJWDSHGYTZSE-UHFFFAOYSA-N	CHEBI:66410	12-demethylmultiorthoquinone	ANTIMYCOBACTERIAL	12-demethylmultiorthoquinone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OWCRARVHWCCRAG-UHFFFAOYSA-N	CHEBI:66699	9-methoxycanthin-6-one	ANTIPROTOZOAL	9-methoxycanthin-6-one	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OWDCXJMCKGCGEQ-UHFFFAOYSA-N	CHEBI:66454	scutianthraquinone B	ANTIPROTOZOAL	scutianthraquinone-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OWPCHSCAPHNHAV-QIPOKPRISA-N	CHEBI:72590	rhizoxin	ANTIMICROBIAL_UNSPECIFIED	rhizoxin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OWRCRVABZYJUES-FLJLGRLJSA-N	CHEBI:66771	polyketomycin	ANTIBACTERIAL	polyketomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OXCNORDLEQIUCT-UHFFFAOYSA-N	CHEBI:32202	tetracenomycin D3	ANTIMICROBIAL_UNSPECIFIED	tetracenomycin-d3	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OXFYAOOMMKGGAI-JLTOUBQASA-N	CHEBI:29649	narbomycin	ANTIBACTERIAL	narbomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OXGUCUVFOIWWQJ-HQBVPOQASA-N	CHEBI:17558	quercitrin	ANTIPROTOZOAL	quercitrin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OYAPXMLXMKSIDT-WSCZMHPESA-M	CHEBI:66258	torvanol A	ANTIVIRAL	torvanol-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OYEXGNNKRQPUBW-FJYHMNRNSA-N	CHEBI:78288	elloramycin A	ANTIMICROBIAL_UNSPECIFIED	elloramycin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OYHQOLUKZRVURQ-HZJYTTRNSA-N	CHEBI:17351	linoleic acid	ANTIBACTERIAL	linoleic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OYLVRNLKRWKWJA-ZOWXZIJZSA-N	CHEBI:66474	15α-hydroperoxy-guaia-1(10),11-diene	ANTIPROTOZOAL	15α-hydroperoxy-guaia-1-10-11-diene	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OYVAGSVQBOHSSS-UAPAGMARSA-O	CHEBI:3139	bleomycin A2	ANTIBACTERIAL	bleomycin-a2	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OYVAGSVQBOHSSS-WXFSZRTFSA-O	antibioticmech:aro-1504589de3	bleomycin	ANTIBACTERIAL	bleomycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OZGNYLLQHRPOBR-DHZHZOJOSA-N	CHEBI:7451	naftifine	ANTIFUNGAL	naftifine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OZOZCKVLUMXFGS-UHFFFAOYSA-N	CHEBI:65453	asphodelin A	ANTIBACTERIAL	asphodelin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OZPNLJQULOIOGU-UPABGHPRSA-N	CHEBI:190009	himastatin	ANTIBACTERIAL	himastatin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OZULCLLLPIEFBL-FUPZROSBSA-M	CHEBI:65889	eurysterol B	ANTIFUNGAL	eurysterol-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
OZUTUJQHZGJOKZ-AIGATTFSSA-N	antibioticmech:aro-4bf8cc8c16	TNP-2198	ANTIBACTERIAL	tnp-2198	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PAIBKVQNJKUVCE-JUENUIDLSA-N	CHEBI:71531	gypsogenic acid	ANTIBACTERIAL	gypsogenic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PAWIYAYFNXQGAP-UHFFFAOYSA-N	CHEBI:94771	quisinostat	ANTIPROTOZOAL	quisinostat	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PBBGTVBGXBUVLT-UHFFFAOYSA-N	CHEBI:74718	3,6-diaminoacridine monohydrochloride	ANTIBACTERIAL	3-6-diaminoacridine-monohydrochloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PBCZLFBEBARBBI-UHFFFAOYSA-N	CHEBI:94677	sulfabenzamide	ANTIBACTERIAL	sulfabenzamide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PBEDWPIWZYHNPL-RHKAOURMSA-N	CHEBI:71976	surfactin A	ANTIBACTERIAL	surfactin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PBKVAXUNUBEUPO-OSHWNDANSA-N	CHEBI:68775	chaetoglobosin L	ANTIFUNGAL	chaetoglobosin-l	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PBMSWVPMRUJMPE-UHFFFAOYSA-N	CHEBI:9336	phthalylsulfathiazole	ANTIMICROBIAL_UNSPECIFIED	phthalylsulfathiazole	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PBRMNFXOHFGVPZ-HVACLVPVSA-N	CHEBI:66622	neurolenin C	ANTIPROTOZOAL	neurolenin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PCCSBWNGDMYFCW-QFIPXVFZSA-N	CHEBI:106738	(S)-famoxadone	ANTIFUNGAL	s-famoxadone	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PCOXSOQWQVRJCH-UHFFFAOYSA-N	CHEBI:8418	pristinamycin IB	ANTIBACTERIAL	pristinamycin-ib	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PCRJJAXIHTZHNU-SDUSCBPUSA-N	CHEBI:66741	PF 1163B	ANTIFUNGAL	pf-1163b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PCRZFPGJPKPMQB-LNQSXZRDSA-N	antibioticmech:aro-6536d0e3bb	vernamycin C	ANTIBACTERIAL	vernamycin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PCSWXVJAIHCTMO-UHFFFAOYSA-P	CHEBI:41872	dequalinium	ANTIFUNGAL	dequalinium	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PEASPLKKXBYDKL-FXEVSJAOSA-N	CHEBI:608828	enfuvirtide	ANTIVIRAL	enfuvirtide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PECRJLBPKXQZDC-UHFFFAOYSA-N	CHEBI:66080	integrastatin B	ANTIVIRAL	integrastatin-b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PEEAQGQIMNUWED-UHFFFAOYSA-N	antibioticmech:aro-ab6394287c	pyrrolomycin F2b	ANTIBACTERIAL	pyrrolomycin-f2b	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PEFIRMBVFBVVGZ-UHFFFAOYSA-N	CHEBI:65596	cassiarin A	ANTIPROTOZOAL	cassiarin-a	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PEHSSTUGJUBZBI-UHFFFAOYSA-N	antibioticmech:curator-9412b5ca77	5-indanol	ANTIBACTERIAL	5-indanol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PEJLNXHANOHNSU-UHFFFAOYSA-N	antibioticmech:aro-1fe0873afd	acriflavine	BIOCIDE	acriflavine	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PENDGIOBPJLVBT-AMXFZXBBSA-N	CHEBI:29506	cethromycin	ANTIBACTERIAL	cethromycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PERZMHJGZKHNGU-JGYWJTCASA-N	CHEBI:28908	bambermycin	ANTIMICROBIAL_UNSPECIFIED	bambermycin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PFIADAMVCJPXSF-UHFFFAOYSA-N	CHEBI:3628	chloroneb	ANTIFUNGAL	chloroneb	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PFOLLRNADZZWEX-FFGRCDKISA-N	CHEBI:2968	bacampicillin	ANTIMICROBIAL_UNSPECIFIED	bacampicillin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PFRGXCVKLLPLIP-UHFFFAOYSA-N	CHEBI:4488	diallyl disulfide	ANTIFUNGAL	diallyl-disulfide	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PGBHMTALBVVCIT-VCIWKGPPSA-N	CHEBI:7508	framycetin	ANTIBACTERIAL	framycetin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PGRHXDWITVMQBC-UHFFFAOYSA-N	CHEBI:137426	dehydroacetic acid	ANTIBACTERIAL	dehydroacetic-acid	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PGYPOBZJRVSMDS-UHFFFAOYSA-N	CHEBI:6533	loperamide hydrochloride	ANTIVIRAL	loperamide-hydrochloride	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PGYZQLIUYISMJD-UHFFFAOYSA-N	CHEBI:222417	fluopsin C	ANTIBACTERIAL	fluopsin-c	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PHEZJEYUWHETKO-UHFFFAOYSA-N	CHEBI:177387	brequinar	ANTIVIRAL	brequinar	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PHMHDRYYFAYWEG-NSCUHMNNSA-N	CHEBI:174376	rhapontigenin	ANTIBACTERIAL	rhapontigenin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PHRCDWVPTULQMT-UHFFFAOYSA-N	CHEBI:189648	PB28	ANTIVIRAL	pb28	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PHTQWCKDNZKARW-UHFFFAOYSA-N	CHEBI:15837	isoamylol	ANTIFUNGAL	isoamylol	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PHTUQLWOUWZIMZ-BOPFTXTBSA-N	CHEBI:36802	cis-dothiepin	ANTIVIRAL	cis-dothiepin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PHTUQLWOUWZIMZ-GZTJUZNOSA-N	CHEBI:36803	trans-dothiepin	ANTIVIRAL	trans-dothiepin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PHTUQLWOUWZIMZ-UHFFFAOYSA-N	CHEBI:36798	dothiepin	ANTIVIRAL	dothiepin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
PIBJADPEZQHMQS-FVEFGIFQSA-N	CHEBI:67153	(+)-larreatricin	ANTIVIRAL	larreatricin	74f6cc8362498900f2fe2c13d0b6fdb66dd30976
