chebi_id	species_text	species_accession	component_text	strain_text	source_accession	comments
CHEBI:72850	Caenorhabditis elegans	6239			23475189	
CHEBI:72959	Homo sapiens	9606	blood		20671299	
CHEBI:72959	Mycoplasma genitalium	2097			22817898	
CHEBI:72961	Mus musculus	10090			MTBLS143	
CHEBI:72962	Mus musculus	10090			MTBLS143	
CHEBI:72965	Mus musculus	10090			MTBLS143	
CHEBI:72966	Mus musculus	10090			MTBLS143	
CHEBI:72968	Mus musculus	10090			MTBLS143	
CHEBI:72998	Mus musculus	10090			MTBLS143	
CHEBI:72999	Mus musculus	10090			MTBLS143	
CHEBI:73000	Mus musculus	10090			MTBLS143	
CHEBI:73001	Mus musculus	10090			MTBLS143	
CHEBI:73003	Mus musculus	10090			MTBLS143	
CHEBI:73017	Homo sapiens	9606			9034211	
CHEBI:73025	Homo sapiens	9606			16602101	
CHEBI:73026	Homo sapiens	9606			20591710	
CHEBI:73027	Homo sapiens	9606			20619711	
CHEBI:73034	Homo sapiens	9606			20453710	
CHEBI:73042	Mus musculus	10090			23315938	
CHEBI:73042	Mus musculus	10090			MTBLS30	
CHEBI:73046	Mus musculus	10090			23315938	
CHEBI:73046	Mus musculus	10090			MTBLS30	
CHEBI:73054	Homo sapiens	9606			10.1016/S1570-0232(03)00281-2	
CHEBI:73058	Centella asiatica	48106			22966846	
CHEBI:73060	Homo sapiens	9606	blood serum		MTBLS90	
CHEBI:73074	Homo sapiens	9606			21886157	
CHEBI:73107	Maprounea africana	316848			6631436	
CHEBI:73117	Homo sapiens	9606			MTBLS358	
CHEBI:73117	Mus musculus	10090			MTBLS143	
CHEBI:73117	Mus musculus	10090			MTBLS143	
CHEBI:73121	Mus musculus	10090			MTBLS143	
CHEBI:73123	Mus musculus	10090			23315938	
CHEBI:73123	Mus musculus	10090			MTBLS30	
CHEBI:73124	Mus musculus	10090			MTBLS143	
CHEBI:73127	Mus musculus	10090			MTBLS143	
CHEBI:73134	Homo sapiens	9606			21886157	
CHEBI:73199	Stylissa massa	279589			12816422	
CHEBI:73205	Mus musculus	10090			MTBLS143	
CHEBI:73209	Mus musculus	10090			MTBLS143	
CHEBI:73218	Homo sapiens	9606			21886157	
CHEBI:73234	Mus musculus	10090			MTBLS143	
CHEBI:73236	Humulus lupulus	3486	cone		17624889	
CHEBI:73315	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:73327	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:73406	Mycoplasma genitalium	2097			22817898	
CHEBI:73446	Mycoplasma genitalium	2097			22817898	
CHEBI:73531	Homo sapiens	9606			21886157	
CHEBI:73531	Homo sapiens	9606	saliva		22308371	
CHEBI:73531	Mycoplasma genitalium	2097			22817898	
CHEBI:73646	Mycoplasma genitalium	2097			22817898	
CHEBI:73653	Mycoplasma genitalium	2097			22817898	
CHEBI:73665	Mycoplasma genitalium	2097			22817898	
CHEBI:73704	Mycoplasma genitalium	2097			22817898	
CHEBI:73705	Homo sapiens	9606			21886157	
CHEBI:73707	Homo sapiens	9606			7595563	
CHEBI:73722	Homo sapiens	9606			4372285	
CHEBI:73723	Homo sapiens	9606	blood		21359215	
CHEBI:73793	Mus musculus	10090			MTBLS143	
CHEBI:73811	Mycoplasma genitalium	2097			22817898	
CHEBI:73830	Homo sapiens	9606	blood serum		MTBLS90	
CHEBI:73846	Mycoplasma genitalium	2097			22817898	
CHEBI:73851	Homo sapiens	9606			21886157	
CHEBI:73851	Mus musculus	10090			MTBLS143	
CHEBI:73858	Homo sapiens	9606			21886157	
CHEBI:73858	Mus musculus	10090			MTBLS143	
CHEBI:73873	Homo sapiens	9606			21886157	
CHEBI:73873	Mus musculus	10090			MTBLS143	
CHEBI:73889	Mus musculus	10090			MTBLS143	
CHEBI:73910	Mus musculus	10090			MTBLS143	
CHEBI:73922	Homo sapiens	9606			21886157	
CHEBI:73959	Homo sapiens	9606	urine		28238935	Identified in the urine of pregnant women diagnosed with gestational diabetes mellitus.
CHEBI:73959	Rattus norvegicus	10116	urine		7397688	Identified in the urine of Sprague-Dawley rats bearing Yoshida tumour.
CHEBI:74000	Mus musculus	10090			MTBLS143	
CHEBI:74051	Mycoplasma genitalium	2097			22817898	
CHEBI:74067	Homo sapiens	9606	saliva		22308371	
CHEBI:74067	Mycoplasma genitalium	2097			22817898	
CHEBI:74100	Mus musculus	10090			MTBLS143	
CHEBI:74102	Mus musculus	10090			MTBLS143	
CHEBI:74130	Mus musculus	10090			MTBLS143	
CHEBI:74132	Mus musculus	10090			MTBLS143	
CHEBI:74179	Caenorhabditis elegans	6239			23894595	
CHEBI:74180	Caenorhabditis elegans	6239			23894595	
CHEBI:74181	Caenorhabditis elegans	6239			23894595	
CHEBI:74340	Homo sapiens	9606			21886157	
CHEBI:74343	Homo sapiens	9606			21886157	
CHEBI:74344	Mus musculus	10090			MTBLS143	
CHEBI:74450	Mus musculus	10090			MTBLS143	
CHEBI:74484	Mus musculus	10090			MTBLS143	
CHEBI:74532	Mus musculus	10090			MTBLS143	
CHEBI:74533	Mus musculus	10090			MTBLS143	
CHEBI:74535	Mus musculus	10090			MTBLS143	
CHEBI:74564	Mycoplasma genitalium	2097			22817898	
CHEBI:74661	Homo sapiens	9606			22583701	
CHEBI:74670	Mus musculus	10090			MTBLS143	
CHEBI:74671	Mus musculus	10090			MTBLS143	
CHEBI:74707	Mycoplasma genitalium	2097			22817898	
CHEBI:74767	Homo sapiens	9606			12636053	
CHEBI:74876	Mycoplasma genitalium	2097			22817898	
CHEBI:74963	Mus musculus	10090			MTBLS143	
CHEBI:75062	Mus musculus	10090			MTBLS143	
CHEBI:75145	Homo sapiens	9606			MTBLS90	Found in human blood serum.
CHEBI:75168	Homo sapiens	9606			21886157	
CHEBI:75186	Mus musculus	10090			MTBLS143	
CHEBI:75244	Streptomyces galilaeus	33899		S 383	3165374	
CHEBI:75251	Podophyllum peltatum	35933	root		Book: American Medicinal Plants by Charles F. Millspaugh (Nov. 1974)	
CHEBI:75276	Streptomyces phaeochromogenes	1923		var. ikaruganensis	4625358	
CHEBI:75276	Streptomyces sp. MDG-04-17-069	698778	cell suspension culture		19968258	
CHEBI:75340	Homo sapiens	9606			MTBLS358	
CHEBI:75340	Mus musculus	10090			MTBLS143	
CHEBI:75342	Arachis hypogaea	3818	cotyledon		11283027	
CHEBI:75344	Mus musculus	10090			MTBLS143	
CHEBI:75449	Mus musculus	10090			MTBLS143	
CHEBI:75450	Mus musculus	10090			MTBLS143	
CHEBI:75455	Chlamydomonas reinhardtii	3055			25515814	
CHEBI:75465	Mus musculus	10090			MTBLS143	
CHEBI:75466	Mus musculus	10090			MTBLS143	
CHEBI:75475	Mus musculus	10090			MTBLS143	
CHEBI:75496	Phyllanthus niruri	296034			MTBLS224	
CHEBI:75544	Arabidopsis thaliana	3702	leaf		19521717	
CHEBI:75544	Corydalis saxicola	282776	leaf		18649321	
CHEBI:75544	Hordeum vulgare	4513			18270436	
CHEBI:75544	Triticum aestivum	4565			10993146	
CHEBI:75550	Ibervillea sonorae	354617			10.1055/s-2007-967117	
CHEBI:75562	Caenorhabditis elegans	6239			23475189	
CHEBI:75582	Mycoplasma genitalium	2097			22817898	
CHEBI:75627	Chrozophora tinctoria	316753			35613215	
CHEBI:75627	Crocus sativus	82528			37111302	
CHEBI:75627	Gynoxys rugulosa	2954283	leaf		36840197	
CHEBI:75627	Homo sapiens	9606	saliva		24421258	
CHEBI:75627	Lantana camara	126435	leaf		33100100	
CHEBI:75627	Leea indica	165300	leaf		18515230	
CHEBI:75627	Panax ginseng	4054			MTBLS350	
CHEBI:75750	Bombus terrestris	30195	brain		MTBLS3637	
CHEBI:75750	Bombus terrestris	30195	hemolymph		MTBLS3637	
CHEBI:75750	Bombus terrestris	30195	hindgut		MTBLS3637	
CHEBI:75813	Abelmoschus manihot	183220			17165583	
CHEBI:75813	Androsace umbellata	265254			22121802	
CHEBI:75813	Nelumbo nucifera	4432			22500455	
CHEBI:75844	Mus musculus	10090			MTBLS143	
CHEBI:75847	Mus musculus	10090			MTBLS143	
CHEBI:75976	Mus musculus	10090			MTBLS143	
CHEBI:76071	Homo sapiens	9606			21886157	
CHEBI:76076	Homo sapiens	9606			21886157	
CHEBI:76078	Homo sapiens	9606			21886157	
CHEBI:76084	Homo sapiens	9606			21886157	
CHEBI:76233	Homo sapiens	9606			21886157	
CHEBI:76273	Homo sapiens	9606			21886157	
CHEBI:76276	Homo sapiens	9606			21886157	
CHEBI:76281	Homo sapiens	9606			21886157	
CHEBI:76283	Homo sapiens	9606			21886157	
CHEBI:76302	Homo sapiens	9606			MTBLS358	
CHEBI:76302	Mus musculus	10090			MTBLS143	
CHEBI:76302	Mus musculus	10090			MTBLS143	
CHEBI:76302	Mus musculus	10090	brain		MTBLS378	
CHEBI:76308	Homo sapiens	9606			3183053	
CHEBI:76403	Mycoplasma genitalium	2097			22817898	
CHEBI:76450	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:76537	Mycoplasma genitalium	2097			22817898	
CHEBI:76620	Macandrewia azorica	1562495			15340692	
CHEBI:76620	Mus musculus	10090			10.1371/journal.pone.0115359	
CHEBI:76620	Mus musculus	10090			MTBLS125	
CHEBI:76620	Mus musculus	10090			MTBLS126	
CHEBI:76620	Mus musculus	10090			MTBLS87	
CHEBI:76620	Mus musculus	10090			MTBLS88	
CHEBI:76724	Homo sapiens	9606			21886157	
CHEBI:76751	Mus musculus	10090			MTBLS143	
CHEBI:77016	Homo sapiens	9606			21886157	
CHEBI:77086	Homo sapiens	9606	blood serum		MTBLS90	
CHEBI:77097	Mus musculus	10090			MTBLS143	
CHEBI:77127	Mus musculus	10090			MTBLS143	
CHEBI:77224	Homo sapiens	9606			21886157	
CHEBI:77225	Homo sapiens	9606			21886157	
CHEBI:77343	Mus musculus	10090			MTBLS143	
CHEBI:77350	Streptomyces venezuelae	54571			16724858	
CHEBI:77358	Mycoplasma genitalium	2097			22817898	
CHEBI:77413	Ageratina adenophora	176616	leaf		37225028	Species also known as Eupatorium glandulosum.
CHEBI:77417	Centaurea armena	363414			16050993	
CHEBI:77417	Coriandrum sativum	4047			29450150	
CHEBI:77417	Homo sapiens	9606	faeces		21970810	
CHEBI:77417	Homo sapiens	9606	blood serum		MTBLS298	
CHEBI:77417	Murraya exotica	2901850	flower		10.1002/ffj.1547	
CHEBI:77470	Schizophyllum commune	5334			36474157	
CHEBI:77518	Homo sapiens	9606	faeces		17314143	
CHEBI:77518	Starmerella bacillaris	1247836			MTBLS212	From MetaboLights
CHEBI:77518	Vitis vinifera	29760			MTBLS212	From MetaboLights
CHEBI:77683	Mus musculus	10090			MTBLS143	
CHEBI:77694	Homo sapiens	9606			MTBLS178	
CHEBI:77742	Burkholderia gladioli	28095			28105575	Species also known as Pseudomonas cocovenenans.
CHEBI:77751	Mycoplasma genitalium	2097			22817898	
CHEBI:77930	Homo sapiens	9606	faeces		17314143	
CHEBI:77930	Lobiopa insularis	1970893			28601940	
CHEBI:77930	Prunus dulcis	3755			19344182	
CHEBI:77930	Starmerella bacillaris	1247836			MTBLS212	
CHEBI:77930	Vitis vinifera	29760			MTBLS212	
CHEBI:77996	Mus musculus	10090			MTBLS143	
CHEBI:78033	Homo sapiens	9606	blood serum		MTBLS90	
CHEBI:78251	Streptomyces griseofuscus	146922			20485749	
CHEBI:78251	Streptomyces sahachiroi	285525			20485749	
CHEBI:78252	Streptomyces griseofuscus	146922			20485749	
CHEBI:78252	Streptomyces sahachiroi	285525			20485749	
CHEBI:78277	Homo sapiens	9606	blood plasma		32086127	
CHEBI:78283	Streptomyces olivaceus	47716			11376004	
CHEBI:78285	Streptomyces olivaceus	47716			11376004	
CHEBI:78286	Streptomyces olivaceus	47716			11376004	
CHEBI:78287	Streptomyces olivaceus	47716			11376004	
CHEBI:78288	Streptomyces olivaceus	47716			11376004	
CHEBI:78304	Asaia lannensis	415421			31108760	
CHEBI:78304	Homo sapiens	9606	faeces		17314143	
CHEBI:78304	Starmerella bacillaris	1247836			MTBLS212	
CHEBI:78304	Vitis vinifera	29760			MTBLS212	
CHEBI:78320	Chlamydomonas reinhardtii	3055			25515814	
CHEBI:78320	Daphnia magna	35525			Mixtures of similarly acting compounds in Daphnia magna: From gene to metabolite and beyondTine Vandenbrouck, Oliver A.H. Jones, Nathalie Dom, Julian L. Griffin, Wim De CoenEnvironment International 36 (2010) 254-268	
CHEBI:78330	Huperzia selago	70001			32708929	
CHEBI:78330	Huperzia serrata	355589			34072855	
CHEBI:78370	Streptomyces melanosporofaciens	67327		MI614-43F2	1335449	
CHEBI:78411	Gynoxys rugulosa	2954283	leaf		36840197	
CHEBI:78411	Piptadeniastrum africanum	148720	Root		32151754	
CHEBI:78411	Solanum lycopersicum	4081	seed		25891114	
CHEBI:78411	Tetrastigma planicaule	1006137			25345135	
CHEBI:78411	Ulva lactuca	63410			31678034	
CHEBI:78427	Moeroris fraterna	427278	aerial part		26957868	Species also known as Phyllanthus fraternus.
CHEBI:78427	Rhodiola imbricata	2035797	Root		23326358	
CHEBI:78427	Solanum lycopersicum	4081	seed		25891114	
CHEBI:78445	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:78576	Aspergillus flavus	5059		NRRL 3251	24738739	
CHEBI:78576	Aspergillus parasiticus	5067			24738739	
CHEBI:78600	Mus musculus	10090			19425150	Source: BioModels - MODEL1507180067
CHEBI:78604	Homo sapiens	9606			21886157	
CHEBI:78646	Mus musculus	10090			MTBLS143	
CHEBI:78647	Homo sapiens	9606			19454763	
CHEBI:78647	Mus musculus	10090			MTBLS143	
CHEBI:78673	Mycoplasma genitalium	2097			22817898	
CHEBI:78688	Lysobacter gummosus	262324			18058176	
CHEBI:78688	Pseudomonas fluorescens PF5	1218948			15826166	
CHEBI:78688	Pseudomonas protegens PF5	220664			24742073	
CHEBI:78743	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms, but absent in daf-22(ok693), dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms
CHEBI:78745	Caenorhabditis elegans	6239			22239548	Detected in dhs28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:78777	Streptomyces cacaoi var. asoensis	249586			"Citation: Isono, K., Nagatsu, J., Kawashima, Y., and Suzuki, S. ""Studies on polyoxins, antifungal antibiotics. Part I. Isolation and characterization of polyoxins A and B."" Agric. Biol. Chem. (1965) 29:848-854. (No PubMed record available.)"	
CHEBI:78786	Caenorhabditis elegans	6239			15690045	dauer inducing
CHEBI:78786	Panagrellus redivivus	6233			23213209	Produced by female
CHEBI:78786	Pristionchus pacificus	54126			23161728	
CHEBI:78812	Caenorhabditis elegans	6239			17558398	
CHEBI:78821	Caenorhabditis elegans	6239			18650807	
CHEBI:78828	Caenorhabditis elegans	6239			18650807	
CHEBI:78829	Caenorhabditis elegans	6239			18791072	
CHEBI:78830	Caenorhabditis elegans	6239			19346493	
CHEBI:78834	Caenorhabditis elegans	6239			19346493	
CHEBI:78838	Caenorhabditis elegans	6239			22239548	Absent in daf-22(ok693) but is a major ascaroside detected in wild type (N2) and acox-1(ok2257) mutant C. elegans. Detected in dhs-28(hj8) and maoc-1(hj13) mutant C. elegans
CHEBI:78838	Panagrellus redivivus	6233			23213209	Produced by female P. redivivus.
CHEBI:78841	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and acox-1(ok2257) mutant worms, but absent in daf-22(ok693), dhs-28(hj8), and maoc-1(hj13) mutant worms
CHEBI:78841	Pristionchus pacificus	54126			23161728	
CHEBI:78851	Caenorhabditis elegans	6239			22239548	Absent in daf-22(ok693) mutant worms.
CHEBI:78852	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13) mutant worms.
CHEBI:78884	Melaleuca alternifolia	164405	leaf		16418522	
CHEBI:78905	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms and acox-1(ok2257) mutant worms.
CHEBI:78950	Caenorhabditis elegans	6239			22239548	Found in dhs-28(hj8), maoc-1(hj13), and acox-1(ok2257) mutant worms.
CHEBI:78952	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:78955	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and dhs-28(hj8) and maoc-1(hj13) mutant worms. A major ascaroside in acox-1(ok2257) mutant worms.
CHEBI:78957	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:78958	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and daf-22(ok693), dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:78959	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and a major ascaroside detected in maoc-1(hj13) mutant worms.
CHEBI:78960	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms and daf-22(ok693), dhs-28(hj8), and maoc-1(hj13) mutant worms. A major ascaroside detected in acox-1(ok2257) mutant worms.
CHEBI:78961	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:78962	Caenorhabditis elegans	6239			22239548	Detected in daf-22(ok693), dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:78963	Caenorhabditis elegans	6239			22239548	Detected in daf-22(ok693) and dhs-28(hj8) mutant worms and a major ascaroside in maoc-1(hj13)
CHEBI:78964	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and daf-22(ok693), dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:78965	Caenorhabditis elegans	6239			222395484	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:78966	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms and a major ascaroside in daf-22(ok693) mutant worms.
CHEBI:78967	Caenorhabditis elegans	6239			22239548	Found in dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:78968	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms and acox-1(ok2257), dhs-28(hj8), and maoc-1(hj13) mutant worms. Ascr#30 is a major ascaroside in daf-22(ok693) mutant worms.
CHEBI:78969	Caenorhabditis elegans	6239			22239548	Found in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:78970	Caenorhabditis elegans	6239			22239548	Found in dhs-28(hj8) and maoc-1(hj13) mutant worms. It is a major ascaroside in daf-22(ok693) mutant worms.
CHEBI:78971	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:78972	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms. Ascr#34 is a major ascaroside in daf-22(ok693) mutant worms.
CHEBI:78973	Caenorhabditis elegans	6239			22239548	Found in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:78974	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms. It is a major ascaroside in daf-22(ok693) mutant worms.
CHEBI:78975	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:78976	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms. It is a major ascaroside in daf-22(ok693) mutant worms.
CHEBI:79010	Homo sapiens	9606			10.1038/nbt.2488	
CHEBI:79018	Caenorhabditis elegans	6239			22239548	
CHEBI:79018	Pristionchus pacificus	54126			23161728	
CHEBI:79023	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms.
CHEBI:79028	Caenorhabditis elegans	6239			19549143	
CHEBI:79029	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), maoc-1(hj13), and acox-1(ok2257) mutant worms.
CHEBI:79030	Ariopsis felis	75286			942371	
CHEBI:79034	Monascus ruber	89489			3839227	
CHEBI:79051	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms.
CHEBI:79052	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79057	Schizosaccharomyces pombe	4896			24828577	
CHEBI:79060	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms.
CHEBI:79061	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms.
CHEBI:79062	Caenorhabditis elegans	6239			22239548	Detected in dhs28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79065	Staphylococcus aureus	1280		ATCC 35556	15933032	
CHEBI:79068	Crocus sativus	82528			10.1002/hlca.19270100148	From stigmata, PO:0009073
CHEBI:79070	Schizosaccharomyces pombe	4896			24828577	
CHEBI:79071	Schizosaccharomyces pombe	4896			24828577	
CHEBI:79071	Scombridae gen. sp.	8233			20388714	
CHEBI:79082	Streptomyces griseofuscus	146922			20485749	
CHEBI:79082	Streptomyces sahachiroi	285525			20485749	
CHEBI:79083	Streptomyces griseofuscus	146922			20485749	
CHEBI:79083	Streptomyces sahachiroi	285525			20485749	
CHEBI:79094	Caenorhabditis elegans	6239			22239548	Detected in dhs28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:79096	Mus musculus	10090			MTBLS143	
CHEBI:79104	Caenorhabditis elegans	6239			22239548	Detected in dhs28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79105	Caenorhabditis elegans	6239			22239548	Detected in dhs28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:79106	Caenorhabditis elegans	6239			22239548	Detected in dhs28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79107	Caenorhabditis elegans	6239			22239548	Detected in dhs28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79108	Caenorhabditis elegans	6239			22239548	Detected in dhs28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:79110	Mus musculus	10090			MTBLS143	
CHEBI:79111	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms.
CHEBI:79114	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79116	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms.
CHEBI:79117	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:79118	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79119	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:79120	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79124	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), acox-1(ok2257), and maoc-1(hj13) mutant worms.
CHEBI:79128	Caenorhabditis elegans	6239			22239548	Detected in wild type worms.
CHEBI:79129	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257) worms.
CHEBI:79130	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and acox-1(ok2257) mutant worms.
CHEBI:79131	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13) and acox-1(ok2257) mutant worms.
CHEBI:79132	Caenorhabditis elegans	6239			22239548	
CHEBI:79133	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms and is a major ascaroside in acox-1(ok2257) mutant worms.
CHEBI:79134	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms. A major ascaroside in acox-1(ok2257) mutant worms, oscr#10 has also been detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79135	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms and dhs-28(hj8), maoc-1(hj13), and acox-1(ok2257) mutant worms.
CHEBI:79136	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) and is a major ascaroside in acox-1(ok2257) mutant worms.
CHEBI:79137	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13) mutant worms.
CHEBI:79138	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8), maoc-1(hj13), and acox-1(ok2257) mutant worms.
CHEBI:79139	Caenorhabditis elegans	6239			22239548	Detected in dhs-28(hj8) and maoc-1(hj13) mutant worms.
CHEBI:79140	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms. It is a major ascaroside in acox-1(ok2257) mutant worms, and has also been detected in maoc-1(hj13) and dhs-28(hj8) mutant worms.
CHEBI:79141	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13) and dhs-28(hj8) mutant worms.
CHEBI:79142	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257), maoc-1(hj13), daf-22(ok693), and dhs-28(hj8) mutant worms.
CHEBI:79143	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13) and dhs-28(hj8) mutant worms.
CHEBI:79144	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) and in acox-1(ok2257), maoc-1(hj13), daf-22(ok693), and dhs-28(hj8) mutant worms.
CHEBI:79145	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13) and dhs-28(hj8) mutant worms.
CHEBI:79146	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257), maoc-1(hj13), daf-22(ok693), and dhs-28(hj8) mutant worms.
CHEBI:79147	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257), maoc-1(hj13), and dhs-28(hj8) mutant worms.
CHEBI:79148	Caenorhabditis elegans	6239			22239548	Detected in wild type (N2) worms and also in acox-1(ok2257), maoc-1(hj13), daf-22(ok693), and dhs-28(hj8) mutant worms.
CHEBI:79149	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13), and dhs-28(hj8) mutant worms.
CHEBI:79150	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257), maoc-1(hj13), daf-22(ok693), and dhs-28(hj8) mutant worms.
CHEBI:79151	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13),and dhs-28(hj8) mutant worms.
CHEBI:79152	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257), maoc-1(hj13), daf-22(ok693), and dhs-28(hj8) mutant worms.
CHEBI:79153	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13), and dhs-28(hj8) mutant worms.
CHEBI:79154	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13), daf-22(ok693), and dhs-28(hj8) mutant worms.
CHEBI:79155	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13) and dhs-28(hj8) mutant worms.
CHEBI:79156	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13), daf-22(ok693), acox-1(ok2257) and dhs-28(hj8) mutant worms.
CHEBI:79157	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13) and dhs-28(hj8) mutant worms.
CHEBI:79158	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13), daf-22(ok693), and dhs-28(hj8) mutant worms.
CHEBI:79159	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13) and dhs-28(hj8) mutant worms.
CHEBI:79160	Caenorhabditis elegans	6239			22239548	Detected in maoc-1(hj13), daf-22(ok693), and dhs-28(hj8) mutant worms.
CHEBI:79197	Caenorhabditis elegans	6239			22239548	Detected in acox-1(ok2257) mutant worms.
CHEBI:79203	Mus musculus	10090			MTBLS143	
CHEBI:79207	Mus musculus	10090			MTBLS143	
